Country Name,Country Code,Series Name,Series Code,1960 [YR1960],1961 [YR1961],1962 [YR1962],1963 [YR1963],1964 [YR1964],1965 [YR1965],1966 [YR1966],1967 [YR1967],1968 [YR1968],1969 [YR1969],1970 [YR1970],1971 [YR1971],1972 [YR1972],1973 [YR1973],1974 [YR1974],1975 [YR1975],1976 [YR1976],1977 [YR1977],1978 [YR1978],1979 [YR1979],1980 [YR1980],1981 [YR1981],1982 [YR1982],1983 [YR1983],1984 [YR1984],1985 [YR1985],1986 [YR1986],1987 [YR1987],1988 [YR1988],1989 [YR1989],1990 [YR1990],1991 [YR1991],1992 [YR1992],1993 [YR1993],1994 [YR1994],1995 [YR1995],1996 [YR1996],1997 [YR1997],1998 [YR1998],1999 [YR1999],2000 [YR2000],2001 [YR2001],2002 [YR2002],2003 [YR2003],2004 [YR2004],2005 [YR2005],2006 [YR2006],2007 [YR2007],2008 [YR2008],2009 [YR2009],2010 [YR2010],2011 [YR2011],2012 [YR2012],2013 [YR2013],2014 [YR2014],2015 [YR2015],2016 [YR2016],2017 [YR2017],2018 [YR2018],2019 [YR2019],2020 [YR2020]
Afghanistan,AFG,Coverage of unemployment benefits and ALMP in richest quintile (% of population),per_lm_alllm.cov_q5_tot,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
Afghanistan,AFG,Unemployment with advanced education (% of total labor force with advanced education),SL.UEM.ADVN.ZS,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,7.8600001335144,..,..,15.460000038147,..,..,..
Afghanistan,AFG,"Unemployment with advanced education, female (% of female labor force with advanced education)",SL.UEM.ADVN.FE.ZS,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,9.96000003814697,..,..,30.4899997711182,..,..,..
Afghanistan,AFG,"Unemployment with advanced education, male (% of male labor force with advanced education)",SL.UEM.ADVN.MA.ZS,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,7.57999992370605,..,..,11.9300003051758,..,..,..
Afghanistan,AFG,Unemployment with basic education (% of total labor force with basic education),SL.UEM.BASC.ZS,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,7.38000011444092,..,..,12.2799997329712,..,..,..
Afghanistan,AFG,"Unemployment with basic education, female (% of female labor force with basic education)",SL.UEM.BASC.FE.ZS,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,14.0900001525879,..,..,24.0200004577637,..,..,..
Afghanistan,AFG,"Unemployment with basic education, male (% of male labor force with basic education)",SL.UEM.BASC.MA.ZS,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,6.1399998664856,..,..,10.8599996566772,..,..,..
Afghanistan,AFG,Unemployment with intermediate education (% of total labor force with intermediate education),SL.UEM.INTM.ZS,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,10.6199998855591,..,..,16.1499996185303,..,..,..
Afghanistan,AFG,"Unemployment with intermediate education, female (% of female labor force with intermediate education)",SL.UEM.INTM.FE.ZS,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,24.3600006103516,..,..,41.2599983215332,..,..,..
Afghanistan,AFG,"Unemployment with intermediate education, male (% of male labor force with intermediate education)",SL.UEM.INTM.MA.ZS,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,8.59000015258789,..,..,13.3800001144409,..,..,..
Afghanistan,AFG,"Unemployment, female (% of female labor force) (modeled ILO estimate)",SL.UEM.TOTL.FE.ZS,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,14.3599996566772,14.6099996566772,14.6099996566772,14.7600002288818,14.9499998092651,14.5799999237061,14.7600002288818,14.7700004577637,14.8400001525879,14.789999961853,14.75,15.0200004577637,14.8699998855591,14.9399995803833,14.960000038147,14.539999961853,14.8500003814697,14.2700004577637,14.9899997711182,14.7600002288818,14.789999961853,14.8599996566772,14.6999998092651,14.5299997329712,14.4499998092651,14.3299999237061,14.0900001525879,13.9200000762939,13.8100004196167,..
Afghanistan,AFG,"Unemployment, female (% of female labor force) (national estimate)",SL.UEM.TOTL.FE.NE.ZS,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,2.19000005722046,..,..,..,3.32999992370605,..,10.1099996566772,..,..,14.0299997329712,..,..,..
Afghanistan,AFG,"Unemployment, male (% of male labor force) (modeled ILO estimate)",SL.UEM.TOTL.MA.ZS,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,10.8199996948242,10.8800001144409,11.0600004196167,11.0900001525879,11.039999961853,11.1199998855591,11.0799999237061,11.0799999237061,11.1300001144409,11.1000003814697,11.0699996948242,11.0799999237061,11.1000003814697,11,10.8699998855591,10.75,10.5,10.5299997329712,10.8100004196167,10.9200000762939,10.8999996185303,10.8800001144409,10.8900003433228,10.7799997329712,10.6800003051758,10.5699996948242,10.4200000762939,10.289999961853,10.1899995803833,..
Afghanistan,AFG,"Unemployment, male (% of male labor force) (national estimate)",SL.UEM.TOTL.MA.NE.ZS,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,2.65000009536743,..,..,..,1.36000001430511,..,7.19999980926514,..,..,10.3699998855591,..,..,..
Afghanistan,AFG,"Unemployment, total (% of total labor force) (modeled ILO estimate)",SL.UEM.TOTL.ZS,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,11.3800001144409,11.460000038147,11.6099996566772,11.6499996185303,11.6499996185303,11.6499996185303,11.6400003433228,11.6400003433228,11.6899995803833,11.6499996185303,11.6300001144409,11.6800003051758,11.6800003051758,11.6099996566772,11.5200004577637,11.3400001525879,11.1800003051758,11.1099996566772,11.460000038147,11.5200004577637,11.5100002288818,11.5200004577637,11.539999961853,11.4499998092651,11.3900003433228,11.3100004196167,11.1800003051758,11.0600004196167,10.9799995422363,11.7299995422363
Afghanistan,AFG,"Unemployment, total (% of total labor force) (national estimate)",SL.UEM.TOTL.NE.ZS,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,2.49000000953674,..,..,..,1.69000005722046,..,7.90999984741211,..,..,11.1800003051758,..,..,..
Afghanistan,AFG,"Unemployment, youth female (% of female labor force ages 15-24) (modeled ILO estimate)",SL.UEM.1524.FE.ZS,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,22.25,22.5,22.6000003814697,22.7900009155273,23.0300006866455,22.75,22.9599990844727,22.9799995422363,23.0799999237061,22.9599990844727,22.7399997711182,22.8999996185303,22.6800003051758,22.6399993896484,22.5300006866455,22.1399993896484,22.5599994659424,22,23.0499992370605,22.8899993896484,22.7399997711182,22.6499996185303,22.3899993896484,22.0499992370605,21.8600006103516,21.6499996185303,21.2999992370605,21.0499992370605,20.8999996185303,..
Afghanistan,AFG,"Unemployment, youth female (% of female labor force ages 15-24) (national estimate)",SL.UEM.1524.FE.NE.ZS,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,3.95000004768372,..,..,..,4.51999998092651,..,12.5500001907349,..,..,21.3999996185303,..,..,..
Afghanistan,AFG,"Unemployment, youth male (% of male labor force ages 15-24) (modeled ILO estimate)",SL.UEM.1524.MA.ZS,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,16.8500003814697,16.9400005340576,17.2000007629395,17.25,17.3199996948242,17.4599990844727,17.3400001525879,17.3500003814697,17.4099998474121,17.3199996948242,17.2099990844727,17.2600002288818,17.2900009155273,17.0900001525879,16.9300003051758,16.8299999237061,16.5400009155273,16.6100006103516,17.1000003814697,17.2700004577637,17.1200008392334,17.0699996948242,17.0499992370605,16.8299999237061,16.6599998474121,16.5100002288818,16.2999992370605,16.1299991607666,16,..
Afghanistan,AFG,"Unemployment, youth male (% of male labor force ages 15-24) (national estimate)",SL.UEM.1524.MA.NE.ZS,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,4.09000015258789,..,..,..,2.54999995231628,..,8.85999965667725,..,..,16.2900009155273,..,..,..
Afghanistan,AFG,"Unemployment, youth total (% of total labor force ages 15-24) (modeled ILO estimate)",SL.UEM.1524.ZS,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,17.7800006866455,17.8899993896484,18.1200008392334,18.1900005340576,18.2800006866455,18.3400001525879,18.2700004577637,18.2800006866455,18.3400001525879,18.2399997711182,18.1200008392334,18.2099990844727,18.2199993133545,18.0599994659424,17.9300003051758,17.7600002288818,17.5900001525879,17.5300006866455,18.1200008392334,18.2299995422363,18.1100006103516,18.0900001525879,18.0699996948242,17.8899993896484,17.7800006866455,17.6800003051758,17.5,17.3299999237061,17.2199993133545,..
Afghanistan,AFG,"Unemployment, youth total (% of total labor force ages 15-24) (national estimate)",SL.UEM.1524.NE.ZS,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,4.05000019073486,..,..,..,2.9300000667572,..,9.96000003814697,..,..,17.5699996948242,..,..,..
Albania,ALB,"Inflation, consumer prices (annual %)",FP.CPI.TOTL.ZG,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,226.005421253526,85.0047512387157,22.5650526933696,7.79321853789214,12.7254778087103,33.1802743753956,20.6428588670597,0.389437653561604,0.0500181363468265,3.10758827031434,7.7705258343155,0.484002611818489,2.28001916938101,2.36658195679796,2.37072831904283,2.93268248162319,3.36313757366391,2.23139683475867,3.62233541062328,3.42912324722163,2.03159593996543,1.93761754903872,1.62586504402605,1.89617402592348,1.27543168367409,1.98666133171194,2.02805963071135,1.41109078954244,..
Albania,ALB,"Inflation, GDP deflator (annual %)",NY.GDP.DEFL.KD.ZG,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,-2.13957198592792,-0.0177190999887955,-0.0167551715144612,-0.0283602569953842,0.35122234732161,-2.41730042856717,-0.000306092834449601,-0.000578580125704775,0.00367916143216007,-0.431368813098928,35.5142469578391,232.984658871868,125.650814200424,35.8424752156681,9.97066268022495,38.1721119122412,11.2396818167848,6.73024515556058,2.10347859903513,5.6437820728261,3.81393291822263,3.64414991674873,5.19710539886991,3.15694393888282,3.30349111296087,2.48066573879642,4.38989968361267,4.11718573134389,2.42264589808883,4.49310668166341,2.31478550447697,1.04242472953734,0.288751645229254,1.54987861943484,0.563958924921181,-0.632442858667801,1.45111572468173,1.35940039453163,0.363243318292405,..
Albania,ALB,"Inflation, GDP deflator: linked series (annual %)",NY.GDP.DEFL.KD.ZG.AD,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,-0.431368813098928,35.5142469578391,232.984658871868,125.650814200424,35.8424752156681,9.83890127786853,14.6010006264356,11.2396818167848,6.73024515556058,2.10347859903513,5.6437820728261,3.81393291822263,3.64414991674873,5.19710539886991,3.15694393888282,3.30349111296087,2.48066573879642,4.38989968361267,4.11718573134389,2.42264589808883,4.49310668166341,2.31478550447697,1.04242472953734,0.288751645229254,1.54987861943484,0.563958924921181,-0.632442858667801,1.45111572468173,1.35940039453163,0.363243318292405,..
Albania,ALB,Adequacy of unemployment benefits and ALMP (% of total welfare of beneficiary households),per_lm_alllm.adq_pop_tot,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,18.9413911688177,..,..,..,12.2268813598194,..,..,..,..,..,..,..,..
Albania,ALB,Benefit incidence of unemployment benefits and ALMP to poorest quintile (% of total U/ALMP benefits),per_lm_alllm.ben_q1_tot,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,13.2769046098005,..,..,..,25.158490006568,..,..,..,..,..,..,..,..
Albania,ALB,Coverage of unemployment benefits and ALMP (% of population),per_lm_alllm.cov_pop_tot,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,6.04201963319202,..,..,..,14.2228116075083,..,..,..,..,..,..,..,..
Albania,ALB,Coverage of unemployment benefits and ALMP in 2nd quintile (% of population),per_lm_alllm.cov_q2_tot,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,6.90159069356163,..,..,..,18.0279431211445,..,..,..,..,..,..,..,..
Albania,ALB,Coverage of unemployment benefits and ALMP in 3rd quintile (% of population),per_lm_alllm.cov_q3_tot,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,6.62982438354557,..,..,..,15.0750141665967,..,..,..,..,..,..,..,..
Albania,ALB,Coverage of unemployment benefits and ALMP in 4th quintile (% of population),per_lm_alllm.cov_q4_tot,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,5.30079578370337,..,..,..,12.2970191909567,..,..,..,..,..,..,..,..
Albania,ALB,Coverage of unemployment benefits and ALMP in poorest quintile (% of population),per_lm_alllm.cov_q1_tot,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,7.86586457107393,..,..,..,17.0310216141345,..,..,..,..,..,..,..,..
Albania,ALB,Coverage of unemployment benefits and ALMP in richest quintile (% of population),per_lm_alllm.cov_q5_tot,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,3.51532032637255,..,..,..,8.68688564283044,..,..,..,..,..,..,..,..
Albania,ALB,Unemployment with advanced education (% of total labor force with advanced education),SL.UEM.ADVN.ZS,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,15.6099996566772,12.6800003051758,16.2000007629395,14.1400003433228,15.6000003814697,15.7700004577637,14.8999996185303,17.8400001525879,19.2800006866455,17.0499992370605,13.6899995803833,15.0900001525879,14.8599996566772,..
Albania,ALB,"Unemployment with advanced education, female (% of female labor force with advanced education)",SL.UEM.ADVN.FE.ZS,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,15.3100004196167,15.3800001144409,18.5300006866455,14.3900003433228,18.6800003051758,19.2099990844727,16.2199993133545,18.6000003814697,21.6100006103516,17.7099990844727,14.039999961853,15.1400003433228,15.8299999237061,..
Albania,ALB,"Unemployment with advanced education, male (% of male labor force with advanced education)",SL.UEM.ADVN.MA.ZS,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,15.8800001144409,9.9399995803833,13.6499996185303,13.8800001144409,12.5100002288818,12.2299995422363,13.3999996185303,16.9899997711182,16.6599998474121,16.2900009155273,13.3100004196167,15.0600004196167,14.3000001907349,..
Albania,ALB,Unemployment with basic education (% of total labor force with basic education),SL.UEM.BASC.ZS,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,14.210000038147,11.3699998855591,11.5500001907349,12.7399997711182,12.3100004196167,11.7799997329712,14.0600004196167,15.0699996948242,13.5,12.9200000762939,12.2399997711182,6.3600001335144,5.82000017166138,..
Albania,ALB,"Unemployment with basic education, female (% of female labor force with basic education)",SL.UEM.BASC.FE.ZS,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,12.2200002670288,10.4799995422363,12.3800001144409,13.8199996948242,10.4499998092651,8.4399995803833,10.3100004196167,10.75,11.1199998855591,10.5100002288818,9.77000045776367,7.32999992370605,8.93000030517578,..
Albania,ALB,"Unemployment with basic education, male (% of male labor force with basic education)",SL.UEM.BASC.MA.ZS,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,15.5200004577637,12.1700000762939,10.8199996948242,11.8400001525879,14,14.6999998092651,17.3400001525879,18.5900001525879,15.4899997711182,14.960000038147,14.3100004196167,5.48000001907349,3.14000010490417,..
Albania,ALB,Unemployment with intermediate education (% of total labor force with intermediate education),SL.UEM.INTM.ZS,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,18.2299995422363,15.6099996566772,15.6000003814697,15.7600002288818,14.6000003814697,14.8299999237061,18.7999992370605,21.7800006866455,20.5,17.6499996185303,15.289999961853,10.3100004196167,8.93000030517578,..
Albania,ALB,"Unemployment with intermediate education, female (% of female labor force with intermediate education)",SL.UEM.INTM.FE.ZS,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,23.1800003051758,18.6000003814697,19.6000003814697,19.7399997711182,17.5400009155273,13.1700000762939,16.9899997711182,20.9899997711182,23.0100002288818,18.3700008392334,15.6899995803833,8.96000003814697,7.59000015258789,..
Albania,ALB,"Unemployment with intermediate education, male (% of male labor force with intermediate education)",SL.UEM.INTM.MA.ZS,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,15.6199998855591,13.6499996185303,13.3000001907349,13.3599996566772,12.8299999237061,15.7600002288818,19.7800006866455,22.1900005340576,19.1800003051758,17.2700004577637,15.0900001525879,11.4700002670288,10.1099996566772,..
Albania,ALB,"Unemployment, female (% of female labor force) (modeled ILO estimate)",SL.UEM.TOTL.FE.ZS,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,15.6000003814697,16.0400009155273,16.6399993896484,16.7800006866455,16.7900009155273,16.7600002288818,16.4099998474121,16.7800006866455,16.9500007629395,16.9200000762939,16.9599990844727,16.9899997711182,17.0100002288818,16.9400005340576,16.8500003814697,16.6200008392334,16.3999996185303,13.75,15.7299995422363,15.8800001144409,13.75,11.460000038147,13.3400001525879,15.4499998092651,17.1200008392334,14.4499998092651,12.4799995422363,11.8699998855591,11.3100004196167,..
Albania,ALB,"Unemployment, female (% of female labor force) (national estimate)",SL.UEM.TOTL.FE.NE.ZS,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,10.8999996185303,10.5,28.2999992370605,24.2000007629395,19.8999996185303,14.8000001907349,13.6000003814697,16.6000003814697,20.8999996185303,21.3999996185303,19.2999992370605,19.8999996185303,19.1000003814697,18.2000007629395,17.5,17.2000007629395,16.7999992370605,16.4300003051758,13.7200002670288,15.6400003433228,15.8400001525879,13.75,11.4899997711182,13.4399995803833,15.5200004577637,17.1200008392334,14.4700002670288,12.5,11.8800001144409,11.3199996948242,..
